selection_rank,selection_score,selection_band,compiler_action,record_class,source_note_status,selection_flags,country_risk_level,country_risk_score,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,subject_or_context,priority_or_release_status,source_score,page_count_or_range,themes_or_topics,same_date_diary_backup_count,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_private_records_14_days,nearby_public_statement_count_7_days,source_series,source_folder_or_title,source_note,provenance_note,pdf_url,catalog_or_details_url,page_link,record_id
295,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-01-28,"January 28, 1989",Volume date range,Memorandum,Letters from the President to Jaime Lusinchi and,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,33,"presidential diplomacy; regional policy",,,,-4d 1989-01-24 - Memorandum of Telephone Conversation,,Latin American Directorate Chronological Files,"January 20, 1989-February 1, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=33,chronological-print-470766404-33-memorandum
296,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-01-28,"January 28, 1989",Volume date range,Memorandum,Letters from the President to Jaime Lusinchi and,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,132,"presidential diplomacy; regional policy",,,,-4d 1989-01-24 - Memorandum of Telephone Conversation,,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=132,subject-print-470766534-132-memorandum
297,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-05-23,"May 23, 1989",Volume date range,Memorandum,Recommended Presidential Telephone Call to,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy, panama spillover; document text visible in OCR",High,72,45,"presidential diplomacy; regional policy; panama spillover",,,,-13d 1989-05-10 - Memorandum of Telephone Conversation,,Latin American Directorate Chronological Files,"May 16, 1989-May 30, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-014, May 16, 1989-May 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf,https://catalog.archives.gov/id/470766431,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf#page=45,chronological-print-470766431-45-memorandum
298,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-05-23,"May 23, 1989",Volume date range,Memorandum,Recommended Presidential Telephone Call to,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy, panama spillover; document text visible in OCR",High,72,12,"presidential diplomacy; regional policy; panama spillover",,,,-13d 1989-05-10 - Memorandum of Telephone Conversation,,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=12,subject-print-470766534-12-memorandum
299,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-08-22,"August 22, 1989",Volume date range,Memorandum,Message from President to Prime Minister Manley,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy, panama spillover; document text visible in OCR",High,72,76,"presidential diplomacy; regional policy; panama spillover",,,,+0d 1989-08-22 - Memorandum of Telephone Conversation,,Latin American Directorate Chronological Files,"August 16, 1989-August 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf,https://catalog.archives.gov/id/470766449,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=76,chronological-print-470766449-76-memorandum
300,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-09-25,"September 25, 1989",Volume date range,Memorandum of Conversation,Meeting with Venezuelan President Carlos,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,7,"presidential diplomacy; regional policy",,,,+0d 1989-09-25 - Memorandum of Conversation,,Latin American Directorate Chronological Files,"October 16, 1989-October 31, 1989 [3]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-006, October 16, 1989-October 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf,https://catalog.archives.gov/id/470766463,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf#page=7,chronological-print-470766463-7-memorandum-of-conversation
301,105,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",Monitor,18,Venezuela,Venezuela,1989-09-25,"September 25, 1989",Volume date range,Memorandum of Conversation,Meeting with Venezuelan President Carlos,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR",High,72,25,"presidential diplomacy; regional policy",,,,+0d 1989-09-25 - Memorandum of Conversation,,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=25,subject-print-470766533-25-memorandum-of-conversation
302,104,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",High,68,Ecuador,Ecuador,1989-02-08,"February 8, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation Between the President,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,56,presidential diplomacy,,,,,,Latin American Directorate Chronological Files,"February 1, 1989-March 1, 1989 [4]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-008, February 1, 1989-March 1, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf,https://catalog.archives.gov/id/470766409,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf#page=56,chronological-print-470766409-56-memorandum-of-conversation
303,104,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",High,68,Ecuador,Ecuador,1989-02-08,"February 8, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation Between the President,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,48,presidential diplomacy,,,,,,Latin American Affairs Directorate Subject Files,"Ecuador - January 20, 1989-December 31, 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-019, Ecuador - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-019.pdf,https://catalog.archives.gov/id/470766556,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-019.pdf#page=48,subject-print-470766556-48-memorandum-of-conversation
304,104,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",High,68,Ecuador,Ecuador,1989-03-14,"March 14, 1989",Volume date range,Memorandum,Request by Mrs. Borja for Meeting with Mrs. Bush,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,59,presidential diplomacy,,,,,,Latin American Directorate Chronological Files,"March 1, 1989-March 16, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-010, March 1, 1989-March 16, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-010.pdf,https://catalog.archives.gov/id/470766411,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-010.pdf#page=59,chronological-print-470766411-59-memorandum
305,104,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",High,68,Ecuador,Ecuador,1989-03-16,"March 16, 1989",Volume date range,Memorandum,Request by Mrs. Borja for Meeting with Mrs. Bush,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,10,presidential diplomacy,,,,,,Latin American Directorate Chronological Files,"March 1, 1989-March 16, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-010, March 1, 1989-March 16, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-010.pdf,https://catalog.archives.gov/id/470766411,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-010.pdf#page=10,chronological-print-470766411-10-memorandum
306,104,High-priority print lead,Verify page image/OCR and compare against the private chronology before print selection.,Print-candidate lead,FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate",High,68,Ecuador,Ecuador,1989-03-22,"March 22, 1989",Volume date range,Memorandum,Request for Meeting Between Mrs. Bush and Wife of,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,15,presidential diplomacy,,,,,,Latin American Directorate Chronological Files,"March 17, 1989-March 31, 1989 [3]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-016, March 17, 1989-March 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-016.pdf,https://catalog.archives.gov/id/470766417,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-016.pdf#page=15,chronological-print-470766417-15-memorandum
